type dayOfWeek location
"Aid Response" 0 "(47.612715999999999, -122.345399)"
"Aid Response" 0 "(47.659444000000001, -122.392205)"
"Aid Response" 0 "(47.549661, -122.363016)"
"Aid Response" 0 "(47.597408000000001, -122.323757)"
"Auto Fire Alarm" 0 "(47.619700000000002, -122.33717)"
"Aid Response" 0 "(47.610422999999997, -122.34115199999999)"
"Automatic Fire Alarm Resd" 0 "(47.551946999999998, -122.381654)"
"Auto Fire Alarm" 0 "(47.614089999999997, -122.337592)"
"Activated CO Detector" 0 "(47.678002999999997, -122.398377)"
"Medic Response" 0 "(47.613532999999997, -122.332031)"
"Medic Response" 0 "(47.718738999999999, -122.342234)"
"Aid Response" 0 "(47.503177999999998, -122.386062)"
"Aid Response" 0 "(47.610002999999999, -122.338025)"
"Aid Response" 0 "(47.537035000000003, -122.28467999999999)"
"Auto Fire Alarm" 0 "(47.608946000000003, -122.333989)"
"Motor Vehicle Accident" 0 "(47.569783000000001, -122.356933)"
"Aid Response" 0 "(47.538902, -122.29322500000001)"
"Medic Response" 0 "(47.725447000000003, -122.355552)"
"Auto Fire Alarm" 0 "(47.554124999999999, -122.326882)"
"Aid Response" 0 "(47.618693, -122.334256)"
"Aid Response" 0 "(47.618853999999999, -122.35283699999999)"
"""Medic Response" 0 "(47.652161999999997, -122.34795099999999)"
"Aid Response" 0 "(47.579808999999997, -122.32905700000001)"
"Aid Response" 0 "(47.655870999999998, -122.38647899999999)"
"Aid Response" 0 "(47.615555999999998, -122.344167)"
"Medic Response" 0 "(47.574384999999999, -122.333274)"
"Trans to AMR" 0 "(47.603588000000002, -122.32294899999999)"
"Aid Response" 0 "(47.606687000000001, -122.31155)"
"Auto Fire Alarm" 0 "(47.656734, -122.30479699999999)"
"Aid Response" 0 "(47.670274999999997, -122.37621300000001)"
"Motor Vehicle Accident" 0 "(47.604695, -122.33623799999999)"
"Auto Fire Alarm" 0 "(47.521009999999997, -122.269997)"
"Auto Fire Alarm" 0 "(47.521022000000002, -122.365894)"
"Medic Response Freeway" 0 "(47.670538999999998, -122.322214)"
"Aid Response" 0 "(47.605392000000002, -122.327499)"
"Aid Response" 0 "(47.554937000000002, -122.282393)"
"Trans to AMR" 0 "(47.656038000000002, -122.384697)"
"Medic Response" 0 "(47.615377000000002, -122.343947)"
"""Medic Response" 0 "(47.603268999999997, -122.334935)"
"Medic Response" 0 "(47.573087999999998, -122.312472)"
"Aid Response" 0 "(47.612397999999999, -122.340892)"
"Medic Response" 0 "(47.581851, -122.31464099999999)"
"Aid Response" 0 "(47.599198999999999, -122.33005)"
"Motor Vehicle Accident" 0 "(47.705083999999999, -122.355453)"
"Auto Fire Alarm" 0 "(47.601672000000001, -122.305031)"
"Medic Response" 0 "(47.606628000000001, -122.31285699999999)"
"Auto Fire Alarm" 0 "(47.613976999999998, -122.343441)"
"Auto Fire Alarm" 0 "(47.633262000000002, -122.34062)"
"Trans to AMR" 0 "(47.732151000000002, -122.31541799999999)"
"Aid Response" 0 "(47.653275000000001, -122.392881)"
"Aid Response" 0 "(47.683047999999999, -122.290479)"
"Aid Response" 0 "(47.621986999999997, -122.32076600000001)"
"Aid Response" 0 "(47.613532999999997, -122.332031)"
"Rescue Elevator" 0 "(47.723142000000003, -122.288606)"
"Auto Fire Alarm" 0 "(47.67595, -122.329611)"
"Aid Response" 0 "(47.607050000000001, -122.335324)"
"Alarm Bell" 0 "(47.556628000000003, -122.36292899999999)"
"Aid Response" 0 "(47.608243999999999, -122.296252)"
"Aid Response" 0 "(47.704937999999999, -122.32048500000001)"
"Aid Response" 0 "(47.573020999999997, -122.381394)"
"Medic Response" 0 "(47.520263999999997, -122.261582)"
"Auto Fire Alarm" 0 "(47.568767000000001, -122.370751)"
"Medic Response" 0 "(47.608584, -122.340581)"
"Trans to AMR" 0 "(47.520114, -122.272516)"
"Aid Response" 0 "(47.692382000000002, -122.344544)"
"Aid Response" 0 "(47.643456, -122.32462700000001)"
"Medic Response" 0 "(47.661752999999997, -122.326173)"
"Medic Response" 0 "(47.708663000000001, -122.33399300000001)"
"Trans to AMR" 0 "(47.611942999999997, -122.325987)"
"Medic Response" 0 "(47.563889000000003, -122.28279999999999)"
"Aid Response" 0 "(47.622107, -122.356403)"
"Aid Response" 0 "(47.614106, -122.31016099999999)"
"Rescue Elevator" 0 "(47.617198000000002, -122.33512899999999)"
"Aid Response" 0 "(47.562967, -122.406306)"
"Aid Response" 0 "(47.612324999999998, -122.338785)"
"Aid Response" 0 "(47.607050000000001, -122.335324)"
"Auto Fire Alarm" 0 "(47.598292999999998, -122.33467)"
"Aid Response" 0 "(47.610320999999999, -122.343637)"
"Auto Fire Alarm" 0 "(47.588414, -122.309467)"
"Aid Response" 0 "(47.567936000000003, -122.36328899999999)"
"Aid Response" 0 "(47.588414, -122.309467)"
"Aid Response" 0 "(47.721091999999999, -122.29589199999999)"
"""Medic Response" 0 "(47.656018000000003, -122.317842)"
"Medic Response" 0 "(47.657086, -122.342356)"
"Aid Response" 0 "(47.650832000000001, -122.36486499999999)"
"Aid Response" 0 "(47.544652999999997, -122.372534)"
"Trans to AMR" 0 "(47.611772999999999, -122.327366)"
"Aid Response" 0 "(47.674979, -122.317139)"
"Aid Response" 0 "(47.581578, -122.329988)"
"1RED 1 Unit" 0 "(47.696725000000001, -122.314767)"
"Aid Response" 0 "(47.708899000000002, -122.32056799999999)"
"Medic Response" 0 "(47.560856999999999, -122.294887)"
"Aid Response" 0 "(47.601717000000001, -122.331107)"
"Medic Response" 1 "(47.532913000000001, -122.384882)"
"Aid Response" 1 "(47.706910999999998, -122.333962)"
"Medic Response" 1 "(47.546277000000003, -122.385738)"
"Aid Response" 1 "(47.667070000000002, -122.301946)"
"Medic Response" 1 "(47.557602000000003, -122.30481399999999)"
"Aid Response" 1 "(47.609749999999998, -122.337793)"
"Aid Response" 1 "(47.705047999999998, -122.34174)"
"Aid Response" 1 "(47.615788999999999, -122.336507)"
"Medic Response" 1 "(47.575291999999997, -122.39338600000001)"
"Aid Response" 1 "(47.610911000000002, -122.33578799999999)"
"Medic Response" 1 "(47.535387, -122.267284)"
"Medic Response" 1 "(47.721328999999997, -122.296339)"
"Medic Response" 1 "(47.609901999999998, -122.323791)"
"Medic Response" 1 "(47.526327999999999, -122.31491200000001)"
"Aid Response" 1 "(47.614705000000001, -122.34479399999999)"
"Aid Response" 1 "(47.656038000000002, -122.384697)"
"Auto Fire Alarm" 1 "(47.613976999999998, -122.343441)"
"Aid Response" 1 "(47.560296000000001, -122.38415999999999)"
"Aid Response" 1 "(47.605226999999999, -122.32074900000001)"
"Aid Response Yellow" 1 "(47.72343, -122.34816499999999)"
"Auto Fire Alarm" 1 "(47.653624999999998, -122.316641)"
"Trans to AMR" 1 "(47.707228000000001, -122.35946300000001)"
"Medic Response" 1 "(47.690586000000003, -122.35232000000001)"
"Trans to AMR" 1 "(47.534913000000003, -122.280753)"
"Aid Response" 1 "(47.591712000000001, -122.386152)"
"Aid Response" 1 "(47.613179000000002, -122.32076499999999)"
"Aid Response" 1 "(47.617164000000002, -122.326745)"
"Trans to AMR" 1 "(47.613470999999997, -122.328902)"
"Aid Response" 1 "(47.615383999999999, -122.347925)"
"Medic Response" 1 "(47.546241999999999, -122.38047400000001)"
"Aid Response" 1 "(47.599269, -122.30412)"
"Trans to AMR" 1 "(47.625537000000001, -122.316822)"
"Trans to AMR" 1 "(47.595739999999999, -122.29434000000001)"
"Auto Fire Alarm" 1 "(47.609954999999999, -122.328383)"
"Medic Response" 1 "(47.558987999999999, -122.376234)"
"Trans to AMR" 1 "(47.600841000000003, -122.330271)"
"Aid Response" 1 "(47.549669000000002, -122.25757)"
"""Medic Response" 1 "(47.661259000000001, -122.309512)"
"Aid Response" 1 "(47.526465000000002, -122.32291600000001)"
"""Medic Response" 1 "(47.661625999999998, -122.28653199999999)"
"Automatic Fire Alarm False" 1 "(47.670920000000002, -122.39058300000001)"
"Medic Response" 1 "(47.588414, -122.309467)"
"Auto Fire Alarm" 1 "(47.610398000000004, -122.31021)"
"Aid Response" 1 "(47.613163999999998, -122.30270400000001)"
"Aid Response" 1 "(47.612025000000003, -122.34423099999999)"
"Auto Fire Alarm" 1 "(47.623463999999998, -122.319902)"
"Aid Response" 1 "(47.614787999999997, -122.342952)"
"Medic Response" 1 "(47.680926999999997, -122.398667)"
"Aid Response" 1 "(47.712460999999998, -122.315198)"
"""Mutual Aid" 1 "(47.763227000000001, -122.35075000000001)"
"""Medic Response" 1 "(47.601666999999999, -122.327778)"
"Aid Response" 1 "(47.560518000000002, -122.307945)"
"Medic Response" 1 "(47.602172000000003, -122.33086299999999)"
"Aid Response" 1 "(47.540663000000002, -122.280805)"
"Aid Response" 1 "(47.624349000000002, -122.321989)"
"Aid Response" 1 "(47.727026000000002, -122.34771600000001)"
"Aid Response" 1 "(47.676628000000001, -122.320041)"
"Aid Response" 1 "(47.607742000000002, -122.326595)"
"EVENT - Special Event" 1 "(47.590144000000002, -122.33419499999999)"
"Aid Response" 1 "(47.710968999999999, -122.32601699999999)"
"Medic Response" 1 "(47.537641000000001, -122.270206)"
"Aid Response" 1 "(47.658298000000002, -122.31778199999999)"
"Aid Response" 1 "(47.613334000000002, -122.35217299999999)"
"Medic Response" 1 "(47.708899000000002, -122.32056799999999)"
"Aid Response" 1 "(47.551175999999998, -122.277664)"
"Aid Response" 1 "(47.65934, -122.383402)"
"Aid Response" 1 "(47.618751000000003, -122.319254)"
"Aid Response" 1 "(47.722050000000003, -122.303997)"
"Medic Response" 1 "(47.612625999999999, -122.34127700000001)"
"Aid Response" 1 "(47.561926, -122.376204)"
"Aid Response" 1 "(47.592951999999997, -122.30116700000001)"
"Aid Response" 1 "(47.662193000000002, -122.366195)"
"Auto Fire Alarm" 1 "(47.548870000000001, -122.354722)"
"Auto Fire Alarm" 1 "(47.583590999999998, -122.321395)"
"Aid Response" 1 "(47.638128000000002, -122.393119)"
"Aid Response" 1 "(47.612136, -122.335373)"
"Trans to AMR" 1 "(47.601719000000003, -122.33196599999999)"
"Medic Response" 1 "(47.659306999999998, -122.40088900000001)"
"Aid Response" 1 "(47.565361000000003, -122.372148)"
"Aid Response" 1 "(47.541266, -122.39233400000001)"
"Medic Response" 1 "(47.605147000000002, -122.30279)"
"Motor Vehicle Accident" 1 "(47.706850000000003, -122.333961)"
"Aid Response" 1 "(47.611718000000003, -122.32416600000001)"
"Aid Response" 1 "(47.564076999999997, -122.376189)"
"Aid Response" 1 "(47.661318999999999, -122.320728)"
"Aid Response" 1 "(47.600876999999997, -122.317978)"
"Auto Fire Alarm" 1 "(47.580821999999998, -122.312101)"
"Medic Response" 1 "(47.600883000000003, -122.334182)"
"Medic Response" 1 "(47.601719000000003, -122.33196599999999)"
"Aid Response" 1 "(47.600864999999999, -122.31976299999999)"
"Auto Fire Alarm" 1 "(47.606175999999998, -122.310249)"
"Aid Response" 1 "(47.687148999999998, -122.383257)"
"Aid Response" 1 "(47.609983, -122.33800599999999)"
"Aid Response" 1 "(47.53145, -122.272768)"
"Aid Response" 1 "(47.601311000000003, -122.33161)"
"Medic Response" 1 "(47.732880999999999, -122.296531)"
"Medic Response" 1 "(47.719600999999997, -122.35553899999999)"
"Aid Response" 1 "(47.537298999999997, -122.286862)"
"Aid Response" 1 "(47.683258000000002, -122.307794)"
"Aid Response" 1 "(47.677601000000003, -122.280793)"
"Auto Fire Alarm" 1 "(47.650266000000002, -122.310514)"
"""Hang-Up" 1 "(47.617071000000003, -122.327746)"
"Aid Response Yellow" 1 "(47.727922999999997, -122.296065)"
"Aid Response" 1 "(47.667850000000001, -122.398315)"
"Aid Response" 1 "(47.610550000000003, -122.329318)"
"Aid Response" 1 "(47.670175, -122.378984)"
"Medic Response" 1 "(47.608269, -122.334903)"
"Motor Vehicle Accident" 1 "(47.560319, -122.33944)"
"""Medic Response" 1 "(47.657632999999997, -122.38368800000001)"
"Car Fire Freeway" 1 "(47.708629000000002, -122.32863399999999)"
"Automatic Medical Alarm" 1 "(47.668653999999997, -122.39313300000001)"
"Aid Response" 1 "(47.730364999999999, -122.30192099999999)"
"Aid Response" 1 "(47.599269, -122.30412)"
"Aid Response" 1 "(47.669446999999998, -122.379666)"
"Medic Response" 1 "(47.535103999999997, -122.28188400000001)"
"Auto Fire Alarm" 1 "(47.607616999999998, -122.334306)"
"Auto Fire Alarm" 1 "(47.608665000000002, -122.329131)"
"Medic Response" 1 "(47.598291000000003, -122.330232)"
"Aid Response" 1 "(47.603245999999999, -122.318102)"
"Aid Response" 1 "(47.723211999999997, -122.344977)"
"Aid Response" 1 "(47.613308000000004, -122.342432)"
"Aid Response" 1 "(47.619214999999997, -122.30254499999999)"
"Motor Vehicle Accident Freeway" 1 "(47.571579, -122.367558)"
"Aid Response" 1 "(47.561926, -122.376204)"
"Aid Response" 1 "(47.570158999999997, -122.362016)"
"Motor Vehicle Accident" 1 "(47.599280999999998, -122.302233)"
"Auto Fire Alarm" 1 "(47.620061, -122.341084)"
"""Hang-Up" 1 "(47.592396000000001, -122.33419499999999)"
"Medic Response" 1 "(47.542437999999997, -122.28076900000001)"
"Aid Response" 1 "(47.523071999999999, -122.387455)"
"Aid Response" 1 "(47.607742000000002, -122.326595)"
"Automatic Medical Alarm" 1 "(47.562728, -122.294695)"
"Rescue Lock In/Out" 1 "(47.617854999999999, -122.326761)"
"Automatic Fire Alarm Resd" 1 "(47.660573999999997, -122.276205)"
"Trans to AMR" 1 "(47.648457999999998, -122.38198199999999)"
"Aid Response" 1 "(47.656820000000003, -122.31211)"
"Rubbish Fire" 1 "(47.603698000000001, -122.329187)"
"Aid Response" 1 "(47.696069999999999, -122.376796)"
"Medic Response" 1 "(47.542648, -122.294275)"
"Trans to AMR" 1 "(47.526215999999998, -122.360471)"
"Aid Response" 1 "(47.548212999999997, -122.384389)"
"Aid Response" 1 "(47.610275000000001, -122.34134299999999)"
"Aid Response" 1 "(47.615788999999999, -122.336507)"
"Aid Response" 1 "(47.637416000000002, -122.355598)"
"Aid Response" 1 "(47.661268999999997, -122.31313)"
"Aid Response" 1 "(47.553694, -122.370929)"
"Medic Response" 1 "(47.649206999999997, -122.338628)"
"Medic Response" 1 "(47.719638000000003, -122.35553899999999)"
"Aid Response" 1 "(47.661268999999997, -122.31313)"
"Medic Response" 1 "(47.524653999999998, -122.348153)"
"Motor Vehicle Accident Freeway" 1 "(47.587138000000003, -122.320156)"
"Aid Response" 1 "(47.601267, -122.33157)"
"Auto Fire Alarm" 1 "(47.591904, -122.325968)"
"Auto Fire Alarm" 1 "(47.653872999999997, -122.309663)"
"Aid Response" 1 "(47.607128000000003, -122.326189)"
"Fire in Building" 1 "(47.666825000000003, -122.28082999999999)"
"Single Medic Unit" 1 "(47.668610999999999, -122.377222)"
"Medic Response" 1 "(47.664290999999999, -122.34443899999999)"
"Aid Response" 1 "(47.597509000000002, -122.322452)"
"Motor Vehicle Accident Freeway" 1 "(47.542026999999997, -122.30364899999999)"
"Medic Response" 1 "(47.606180999999999, -122.311554)"
"Medic Response" 1 "(47.619214999999997, -122.30254499999999)"
"Aid Response" 1 "(47.534702000000003, -122.274812)"
"3RED - 1 +1 + 1" 1 "(47.619732999999997, -122.34584599999999)"
"Unk Odor" 1 "(47.616385000000001, -122.335736)"
"Automatic Fire Alarm Resd" 1 "(47.692408, -122.273875)"
"Medic Response" 1 "(47.544668999999999, -122.373757)"
"Medic Response" 1 "(47.712344999999999, -122.355508)"
"Aid Response" 1 "(47.715859000000002, -122.323486)"
"Aid Response" 1 "(47.638382999999997, -122.356927)"
"Medic Response" 1 "(47.644976, -122.40588)"
"Auto Fire Alarm" 1 "(47.629843999999999, -122.342303)"
"Medic Response" 1 "(47.679903000000003, -122.37254900000001)"
"Alarm Bell" 1 "(47.545341999999998, -122.370273)"
"Aid Response" 1 "(47.58117, -122.383264)"
"Medic Response" 1 "(47.609343000000003, -122.32512800000001)"
"Aid Response" 1 "(47.613936000000002, -122.34349400000001)"
"Aid Response" 1 "(47.584547999999998, -122.314684)"
"Aid Response" 1 "(47.522680000000001, -122.376706)"
"Aid Response" 1 "(47.563242000000002, -122.312741)"
"Aid Response" 1 "(47.692965000000001, -122.328406)"
"Medic Response" 1 "(47.601889999999997, -122.335525)"
"Aid Response" 1 "(47.611207, -122.337592)"
"Aid Response" 1 "(47.719638000000003, -122.35553899999999)"
"Aid Response" 1 "(47.604990999999998, -122.333174)"
"Aid Response" 1 "(47.585498000000001, -122.303605)"
"Auto Fire Alarm" 1 "(47.661532999999999, -122.32072700000001)"
"Aid Response" 1 "(47.656018000000003, -122.316767)"
"Aid Response" 1 "(47.661470000000001, -122.31428099999999)"
"Aid Response" 1 "(47.620716000000002, -122.34760300000001)"
"Aid Response" 1 "(47.553145999999998, -122.30512)"
"Medic Response" 1 "(47.663032000000001, -122.33014900000001)"
"Aid Response" 1 "(47.667143000000003, -122.35442)"
"Aid Response" 1 "(47.528281999999997, -122.368551)"
"Auto Fire Alarm" 1 "(47.568767000000001, -122.370751)"
"Aid Response" 1 "(47.723118999999997, -122.323565)"
"Aid Response" 1 "(47.600859999999997, -122.292545)"
"Motor Vehicle Accident" 1 "(47.537042, -122.28129300000001)"
"Aid Response" 1 "(47.732672000000001, -122.35175700000001)"
"Aid Response" 1 "(47.602172000000003, -122.33086299999999)"
"Aid Response" 1 "(47.661332999999999, -122.322956)"
"Medic Response" 1 "(47.674162000000003, -122.318472)"
"Auto Fire Alarm" 1 "(47.608280000000001, -122.33474200000001)"
"Electrical Problem" 1 "(47.543962000000001, -122.326071)"
"Auto Fire Alarm" 1 "(47.568767000000001, -122.370751)"
"Aid Response" 1 "(47.586174999999997, -122.33168499999999)"
"Aid Response" 1 "(47.610404000000003, -122.31914399999999)"
"Aid Response" 1 "(47.625110999999997, -122.36637)"
"Aid Response" 1 "(47.640134000000003, -122.327107)"
"Medic Response" 1 "(47.639924000000001, -122.27842)"
"TEST - MIS TEST" 1 "(47.533684999999998, -122.354063)"
"Medic Response" 1 "(47.693731999999997, -122.39694299999999)"
"Aid Response Yellow" 1 "(47.617620000000002, -122.31013900000001)"
"Motor Vehicle Accident" 1 "(47.526119000000001, -122.27694099999999)"
"Aid Response" 1 "(47.523307000000003, -122.269986)"
"Medic Response" 1 "(47.673881000000002, -122.352628)"
"Medic Response" 1 "(47.719638000000003, -122.35553899999999)"
"Aid Response" 1 "(47.71049, -122.326004)"
"Aid Response" 1 "(47.617071000000003, -122.327746)"
"Aid Response" 1 "(47.645856000000002, -122.369373)"
"Medic Response" 1 "(47.600194000000002, -122.330541)"
"Aid Response" 1 "(47.606687000000001, -122.31155)"
"Aid Response" 1 "(47.622027000000003, -122.28716300000001)"
"Car Fire" 1 "(47.73413, -122.355571)"
"Aid Response" 1 "(47.64687, -122.334542)"
"Aid Response" 1 "(47.697845000000001, -122.358071)"
"Aid Response" 1 "(47.595740999999997, -122.325068)"
"Medic Response" 1 "(47.658298000000002, -122.31778199999999)"
"Aid Service" 1 "(47.522599, -122.37670900000001)"
"Aid Response" 1 "(47.544322999999999, -122.369945)"
"Aid Response" 1 "(47.550939999999997, -122.287786)"
"Medic Response" 1 "(47.727922999999997, -122.296065)"
"Aid Response" 1 "(47.663663999999997, -122.37612300000001)"
"Medic Response" 1 "(47.567072000000003, -122.269096)"
